task_id,arm,episode_count,winning_episode,scientific_score,validation_nrmse,validation_r2,ground_truth_equivalent,ground_truth_challenge_nrmse,requested_evaluations,engine_measured_evaluations,search_runtime_seconds,llm_tokens,controller_active_seconds,controller_elapsed_span_seconds,equation
static_s02,ordinary_pysr,1,1,0.4579615180225108,0.4402195825386398,0.8062067191495057,False,0.05754296889909024,12000,12936.0,35.767060699996364,0,35.767060699996364,35.767060699996364,0.224435460445618*x1/(x3*x4**2)
static_s02,fixed_schedule_pysr,3,2,0.449747878707303,0.42555433032020623,0.8189035119457208,False,0.06897986518426004,12000,12634.0,99.22675499999605,0,99.22675499999605,99.22675499999605,sin(0.94974410094944*exp(-0.7971741*x4 - 0.7971741*sin(sin(x2)) - 0.7971741*x3/x1))
static_s02,union_schedule_pysr,3,3,0.26701136235920886,0.23636620106888628,0.9441310189922628,False,0.06187788181629891,12000,13931.0,108.99059690000286,0,108.99059690000286,108.99059690000286,sin(0.0476989503161072*x1*x2*exp((-x4*(x3 - 0.25569367) + 1.4230438)/(x3 - 0.25569367))/x4)
static_s02,governed_hamilton,3,3,0.28256532756264474,0.25881532756264475,0.9330146262186408,False,0.0366623858924483,12000,14286.0,103.92921529999876,512899,1220.8264230000002,1439.701088,(0.516517029908826*x1*x2 - 0.01655551*x3*x4*(x1 + x2*x4))/(x3*x4*(x1 + x2*x4))
dynamic_d02,ordinary_pysr,1,1,0.07923931105611176,0.05827156912062789,0.9966044242322198,False,0.5161286427792493,12000,13016.0,33.027871099999174,0,33.027871099999174,33.027871099999174,(-0.1601501*x1 + exp(sin(1.56875738100348*x1 + 0.369579237307812)) + 0.25668785960455)/(x1 - 1.6027955)
dynamic_d02,fixed_schedule_pysr,3,2,0.10719569151576776,0.0959053689351226,0.990802160209418,False,0.5131616795935255,12000,14930.0,91.6540943,0,91.6540943,91.6540943,sin(sin(cos(cos(x1) + 0.6144636)))
dynamic_d02,union_schedule_pysr,3,2,0.4353492618607264,0.4256718425058877,0.8188034824976427,False,0.510255237886522,12000,13185.0,88.52184880000277,0,88.52184880000277,88.52184880000277,-0.69158375*sin(x1 + 0.3641856)
dynamic_d02,governed_hamilton,3,1,0.24763777164627676,0.23796035229143805,0.9433748707373347,False,0.5317896615525395,12000,13992.0,91.04293909999251,889112,2103.984888,2467.388284,0.842928898624454 - sin(cos(x1))
